Plasmid	Genome ID	Accession	PATRIC ID	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	AA Length	Product	GO
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.185	PATRIC.573.39904.573.39904.con.0001.CDS.143178.143543.rev	PATRIC	CDS	143178	143543	366	-	PLF_570_00012284	PGF_00385537	121	bleomycin resistance protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.186	PATRIC.573.39904.573.39904.con.0001.CDS.143547.144359.rev	PATRIC	CDS	143547	144359	813	-	PLF_570_00012304	PGF_05361876	270	Subclass B1 beta-lactamase (EC 3.5.2.6) => NDM family	GO:0008800|beta-lactamase activity
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.187	PATRIC.573.39904.573.39904.con.0001.CDS.144460.144573.rev	PATRIC	CDS	144460	144573	114	-			37	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.2	PATRIC.573.39904.573.39904.con.0001.CDS.1447.1728.fwd	PATRIC	CDS	1447	1728	282	+	PLF_570_00034425	PGF_10390147	93	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.188	PATRIC.573.39904.573.39904.con.0001.CDS.144788.147805.rev	PATRIC	CDS	144788	147805	3018	-	PLF_570_00005730	PGF_00022261	1005	Mobile element protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.25	PATRIC.573.39904.573.39904.con.0001.CDS.14642.14914.fwd	PATRIC	CDS	14642	14914	273	+	PLF_570_00007723	PGF_04636538	90	DNA-binding protein HU-beta	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.189	PATRIC.573.39904.573.39904.con.0001.CDS.147831.147959.rev	PATRIC	CDS	147831	147959	129	-			42	FIG00641944: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.190	PATRIC.573.39904.573.39904.con.0001.CDS.148051.148182.rev	PATRIC	CDS	148051	148182	132	-			43	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.191	PATRIC.573.39904.573.39904.con.0001.CDS.148332.149207.fwd	PATRIC	CDS	148332	149207	876	+	PLF_570_00007819	PGF_12703442	291	DNA replication terminus site-binding protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.192	PATRIC.573.39904.573.39904.con.0001.CDS.149369.150409.fwd	PATRIC	CDS	149369	150409	1041	+	PLF_570_00007842	PGF_09895289	346	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.26	PATRIC.573.39904.573.39904.con.0001.CDS.15002.15295.fwd	PATRIC	CDS	15002	15295	294	+	PLF_570_00009161	PGF_00304527	97	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.193	PATRIC.573.39904.573.39904.con.0001.CDS.150409.150687.fwd	PATRIC	CDS	150409	150687	279	+	PLF_570_00042573	PGF_07089650	92	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.194	PATRIC.573.39904.573.39904.con.0001.CDS.150696.152207.fwd	PATRIC	CDS	150696	152207	1512	+	PLF_570_00030442	PGF_02082484	503	Putative DNA helicase	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.195	PATRIC.573.39904.573.39904.con.0001.CDS.152318.153358.fwd	PATRIC	CDS	152318	153358	1041	+		PGF_00144665	346	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.27	PATRIC.573.39904.573.39904.con.0001.CDS.15322.15624.rev	PATRIC	CDS	15322	15624	303	-	PLF_570_00006449	PGF_09104784	100	Antitoxin HigA	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.196	PATRIC.573.39904.573.39904.con.0001.CDS.153360.154793.fwd	PATRIC	CDS	153360	154793	1434	+	PLF_570_00007366	PGF_00391891	477	IncF plasmid conjugative transfer pilus assembly protein TraH	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.197	PATRIC.573.39904.573.39904.con.0001.CDS.154806.158420.fwd	PATRIC	CDS	154806	158420	3615	+	PLF_570_00036187	PGF_00013915	1204	IncF plasmid conjugative transfer protein TraG	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.28	PATRIC.573.39904.573.39904.con.0001.CDS.15629.15979.rev	PATRIC	CDS	15629	15979	351	-	PLF_570_00088024	PGF_06213680	116	Toxin HigB	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.198	PATRIC.573.39904.573.39904.con.0001.CDS.158458.158820.rev	PATRIC	CDS	158458	158820	363	-	PLF_570_00047335	PGF_00253131	120	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.199	PATRIC.573.39904.573.39904.con.0001.CDS.159536.159808.fwd	PATRIC	CDS	159536	159808	273	+	PLF_570_00062231	PGF_02810440	90	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.200	PATRIC.573.39904.573.39904.con.0001.CDS.159808.160341.fwd	PATRIC	CDS	159808	160341	534	+	PLF_570_00115334	PGF_05894399	177	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.201	PATRIC.573.39904.573.39904.con.0001.CDS.160352.160960.fwd	PATRIC	CDS	160352	160960	609	+	PLF_570_00012018	PGF_00230246	202	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.202	PATRIC.573.39904.573.39904.con.0001.CDS.160957.161508.fwd	PATRIC	CDS	160957	161508	552	+	PLF_570_00059696	PGF_00252802	183	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.29	PATRIC.573.39904.573.39904.con.0001.CDS.16142.16690.fwd	PATRIC	CDS	16142	16690	549	+	PLF_570_00008970	PGF_02976578	182	predicted transcriptional regulators	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.203	PATRIC.573.39904.573.39904.con.0001.CDS.161568.161987.rev	PATRIC	CDS	161568	161987	420	-	PLF_570_00007838	PGF_00134900	139	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.204	PATRIC.573.39904.573.39904.con.0001.CDS.161989.162282.rev	PATRIC	CDS	161989	162282	294	-	PLF_570_00046013		97	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.205	PATRIC.573.39904.573.39904.con.0001.CDS.162299.163282.rev	PATRIC	CDS	162299	163282	984	-	PLF_570_00007361	PGF_08225224	327	Rod shape determination protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.206	PATRIC.573.39904.573.39904.con.0001.CDS.163781.164320.fwd	PATRIC	CDS	163781	164320	540	+	PLF_570_00050108	PGF_00343771	179	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.207	PATRIC.573.39904.573.39904.con.0001.CDS.164325.164594.fwd	PATRIC	CDS	164325	164594	270	+	PLF_570_00025342	PGF_06836972	90	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.30	PATRIC.573.39904.573.39904.con.0001.CDS.16812.17003.rev	PATRIC	CDS	16812	17003	192	-			63	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.31	PATRIC.573.39904.573.39904.con.0001.CDS.17031.17225.fwd	PATRIC	CDS	17031	17225	195	+	PLF_570_00007695	PGF_00095500	64	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.32	PATRIC.573.39904.573.39904.con.0001.CDS.17236.17607.fwd	PATRIC	CDS	17236	17607	372	+	PLF_570_00046800	PGF_00281553	123	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.33	PATRIC.573.39904.573.39904.con.0001.CDS.17600.18070.fwd	PATRIC	CDS	17600	18070	471	+	PLF_570_00010680	PGF_10312813	156	conserved hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.3	PATRIC.573.39904.573.39904.con.0001.CDS.1780.1896.fwd	PATRIC	CDS	1780	1896	117	+			38	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.34	PATRIC.573.39904.573.39904.con.0001.CDS.18085.18420.rev	PATRIC	CDS	18085	18420	336	-	PLF_570_00007691	PGF_00220264	111	FIG01049580: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.35	PATRIC.573.39904.573.39904.con.0001.CDS.18517.19005.fwd	PATRIC	CDS	18517	19005	489	+	PLF_570_00065081	PGF_08225224	162	Phage protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.4	PATRIC.573.39904.573.39904.con.0001.CDS.1887.2051.fwd	PATRIC	CDS	1887	2051	165	+	PLF_570_00118845		54	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.36	PATRIC.573.39904.573.39904.con.0001.CDS.19008.19505.fwd	PATRIC	CDS	19008	19505	498	+	PLF_570_00014119	PGF_10561327	165	conserved hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.37	PATRIC.573.39904.573.39904.con.0001.CDS.19720.20424.rev	PATRIC	CDS	19720	20424	705	-	PLF_570_00000004	PGF_01000105	234	Mobile element protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.38	PATRIC.573.39904.573.39904.con.0001.CDS.20471.20668.rev	PATRIC	CDS	20471	20668	198	-	PLF_570_00087601	PGF_00065208	65	Arsenical resistance operon repressor	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.39	PATRIC.573.39904.573.39904.con.0001.CDS.20795.20974.rev	PATRIC	CDS	20795	20974	180	-			59	Aldehyde dehydrogenase (EC 1.2.1.3)	GO:0004029|aldehyde dehydrogenase (NAD) activity
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.40	PATRIC.573.39904.573.39904.con.0001.CDS.20975.21679.fwd	PATRIC	CDS	20975	21679	705	+	PLF_570_00000004	PGF_01000105	234	Mobile element protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.5	PATRIC.573.39904.573.39904.con.0001.CDS.2138.2572.rev	PATRIC	CDS	2138	2572	435	-	PLF_570_00050263	PGF_12831675	144	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.41	PATRIC.573.39904.573.39904.con.0001.CDS.21685.21825.fwd	PATRIC	CDS	21685	21825	141	+	PLF_570_00011747	PGF_00448424	46	IncP-type DNA transfer primase TraC	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.42	PATRIC.573.39904.573.39904.con.0001.CDS.22311.23048.fwd	PATRIC	CDS	22311	23048	738	+			245	plasmid replication and transfer functions	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.43	PATRIC.573.39904.573.39904.con.0001.CDS.23045.23269.fwd	PATRIC	CDS	23045	23269	225	+	PLF_570_00008605	PGF_07562131	74	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.44	PATRIC.573.39904.573.39904.con.0001.CDS.23480.24973.fwd	PATRIC	CDS	23480	24973	1494	+			497	Mobile element protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.45	PATRIC.573.39904.573.39904.con.0001.CDS.25067.25888.fwd	PATRIC	CDS	25067	25888	822	+	PLF_570_00009048	PGF_05125858	273	"Type IV secretory pathway, VirD2 components (relaxase)"	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.6	PATRIC.573.39904.573.39904.con.0001.CDS.2590.3705.rev	PATRIC	CDS	2590	3705	1116	-	PLF_570_00007906	PGF_08225224	371	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.46	PATRIC.573.39904.573.39904.con.0001.CDS.26105.27319.fwd	PATRIC	CDS	26105	27319	1215	+	PLF_570_00008671	PGF_01059516	404	"Chloramphenicol/florfenicol resistance, MFS efflux pump => FloR family"	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.47	PATRIC.573.39904.573.39904.con.0001.CDS.27347.27652.fwd	PATRIC	CDS	27347	27652	306	+	PLF_570_00022314	PGF_07987589	101	"Transcriptional regulator, LysR family"	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.48	PATRIC.573.39904.573.39904.con.0001.CDS.27919.29118.rev	PATRIC	CDS	27919	29118	1200	-	PLF_570_00007056	PGF_03114542	399	"Tetracycline resistance, MFS efflux pump => Tet(A)"	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.49	PATRIC.573.39904.573.39904.con.0001.CDS.29197.29874.fwd	PATRIC	CDS	29197	29874	678	+	PLF_570_00007098	PGF_03416711	225	Tetracycline resistance regulatory protein TetR	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.50	PATRIC.573.39904.573.39904.con.0001.CDS.29906.30148.rev	PATRIC	CDS	29906	30148	243	-		PGF_08225224	80	Relaxase /helicase	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.51	PATRIC.573.39904.573.39904.con.0001.CDS.30454.31290.rev	PATRIC	CDS	30454	31290	837	-	PLF_570_00005502	PGF_01082199	278	Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id	GO:0050300|aminoglycoside 6-kinase activity
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.52	PATRIC.573.39904.573.39904.con.0001.CDS.31290.32093.rev	PATRIC	CDS	31290	32093	804	-	PLF_570_00008165	PGF_06393555	267	Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I	GO:0050299|streptomycin 3''-kinase activity
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.53	PATRIC.573.39904.573.39904.con.0001.CDS.32154.32969.rev	PATRIC	CDS	32154	32969	816	-	PLF_570_00005519	PGF_00423408	271	Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein	GO:0004156|dihydropteroate synthase activity
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.54	PATRIC.573.39904.573.39904.con.0001.CDS.33276.33587.fwd	PATRIC	CDS	33276	33587	312	+	PLF_570_00008057	PGF_10394977	103	FIG01049723: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.55	PATRIC.573.39904.573.39904.con.0001.CDS.33761.34546.fwd	PATRIC	CDS	33761	34546	786	+	PLF_570_00007642	PGF_10381514	261	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.56	PATRIC.573.39904.573.39904.con.0001.CDS.34550.35731.fwd	PATRIC	CDS	34550	35731	1182	+	PLF_570_00007839	PGF_03475877	393	Chromosome (plasmid) partitioning protein ParB	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.57	PATRIC.573.39904.573.39904.con.0001.CDS.35780.36052.fwd	PATRIC	CDS	35780	36052	273	+	PLF_570_00063159		90	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.58	PATRIC.573.39904.573.39904.con.0001.CDS.36105.36740.rev	PATRIC	CDS	36105	36740	636	-		PGF_08225224	211	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.59	PATRIC.573.39904.573.39904.con.0001.CDS.36835.36990.fwd	PATRIC	CDS	36835	36990	156	+	PLF_570_00007696	PGF_00324917	51	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.60	PATRIC.573.39904.573.39904.con.0001.CDS.37302.37679.fwd	PATRIC	CDS	37302	37679	378	+	PLF_570_00050191	PGF_08104100	125	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.61	PATRIC.573.39904.573.39904.con.0001.CDS.37672.37953.fwd	PATRIC	CDS	37672	37953	282	+	PLF_570_00057691	PGF_00131374	93	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.62	PATRIC.573.39904.573.39904.con.0001.CDS.37928.38602.fwd	PATRIC	CDS	37928	38602	675	+	PLF_570_00007684	PGF_00131374	224	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.63	PATRIC.573.39904.573.39904.con.0001.CDS.38595.39101.fwd	PATRIC	CDS	38595	39101	507	+		PGF_03925845	168	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.64	PATRIC.573.39904.573.39904.con.0001.CDS.39107.39418.fwd	PATRIC	CDS	39107	39418	312	+	PLF_570_00010330	PGF_03344616	103	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.65	PATRIC.573.39904.573.39904.con.0001.CDS.39427.39927.fwd	PATRIC	CDS	39427	39927	501	+	PLF_570_00008143	PGF_08225224	166	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.7	PATRIC.573.39904.573.39904.con.0001.CDS.3974.4582.fwd	PATRIC	CDS	3974	4582	609	+	PLF_570_00009352	PGF_00312498	202	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.66	PATRIC.573.39904.573.39904.con.0001.CDS.39931.41358.fwd	PATRIC	CDS	39931	41358	1428	+	PLF_570_00007806	PGF_03135746	475	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.67	PATRIC.573.39904.573.39904.con.0001.CDS.41358.42014.fwd	PATRIC	CDS	41358	42014	657	+	PLF_570_00009397	PGF_08225224	218	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.68	PATRIC.573.39904.573.39904.con.0001.CDS.42070.42687.fwd	PATRIC	CDS	42070	42687	618	+		PGF_00272827	205	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.69	PATRIC.573.39904.573.39904.con.0001.CDS.42772.42894.fwd	PATRIC	CDS	42772	42894	123	+	PLF_570_00009174	PGF_08225224	40	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.70	PATRIC.573.39904.573.39904.con.0001.CDS.42920.43198.fwd	PATRIC	CDS	42920	43198	279	+	PLF_570_00064475	PGF_12863449	92	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.71	PATRIC.573.39904.573.39904.con.0001.CDS.43289.43777.rev	PATRIC	CDS	43289	43777	489	-	PLF_570_00030745	PGF_00774771	162	FIG01206541: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.72	PATRIC.573.39904.573.39904.con.0001.CDS.43792.45984.rev	PATRIC	CDS	43792	45984	2193	-	PLF_570_00077754	PGF_10013075	730	DNA topoisomerase III (EC 5.99.1.2)	GO:0003917|DNA topoisomerase type I activity
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.8	PATRIC.573.39904.573.39904.con.0001.CDS.4587.5108.fwd	PATRIC	CDS	4587	5108	522	+	PLF_570_00038833	PGF_00465884	173	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.73	PATRIC.573.39904.573.39904.con.0001.CDS.45984.46217.rev	PATRIC	CDS	45984	46217	234	-	PLF_570_00056864	PGF_01644336	77	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.74	PATRIC.573.39904.573.39904.con.0001.CDS.46199.46816.rev	PATRIC	CDS	46199	46816	618	-	PLF_570_00008060	PGF_00145263	205	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.75	PATRIC.573.39904.573.39904.con.0001.CDS.46984.49956.fwd	PATRIC	CDS	46984	49956	2973	+	PLF_570_00007958	PGF_00425633	990	"Conjugative transfer protein TraI, relaxase"	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.76	PATRIC.573.39904.573.39904.con.0001.CDS.49953.51818.fwd	PATRIC	CDS	49953	51818	1866	+	PLF_570_00007740	PGF_09290469	621	IncF plasmid conjugative transfer protein TraD	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.77	PATRIC.573.39904.573.39904.con.0001.CDS.51829.52413.fwd	PATRIC	CDS	51829	52413	585	+	PLF_570_00007835	PGF_00395330	194	Conjugative transfer protein 234	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.78	PATRIC.573.39904.573.39904.con.0001.CDS.52370.52999.fwd	PATRIC	CDS	52370	52999	630	+	PLF_570_00007833	PGF_01542986	209	Conjugative transfer protein s043	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.9	PATRIC.573.39904.573.39904.con.0001.CDS.5295.6503.rev	PATRIC	CDS	5295	6503	1209	-	PLF_570_00004749	PGF_01000105	402	Mobile element protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.79	PATRIC.573.39904.573.39904.con.0001.CDS.53009.53455.fwd	PATRIC	CDS	53009	53455	447	+	PLF_570_00041372	PGF_01569694	148	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.80	PATRIC.573.39904.573.39904.con.0001.CDS.53465.53842.fwd	PATRIC	CDS	53465	53842	378	+	PLF_570_00007677	PGF_00089291	125	FIG00291025: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.81	PATRIC.573.39904.573.39904.con.0001.CDS.53842.54504.fwd	PATRIC	CDS	53842	54504	663	+	PLF_570_00012860	PGF_08225224	220	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.82	PATRIC.573.39904.573.39904.con.0001.CDS.54685.54828.fwd	PATRIC	CDS	54685	54828	144	+	PLF_570_00118773		47	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.83	PATRIC.573.39904.573.39904.con.0001.CDS.54840.55205.fwd	PATRIC	CDS	54840	55205	366	+	PLF_570_00008056	PGF_03300939	121	FIG01049278: hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.84	PATRIC.573.39904.573.39904.con.0001.CDS.55350.55631.fwd	PATRIC	CDS	55350	55631	282	+	PLF_570_00024951	PGF_01542864	93	IncF plasmid conjugative transfer pilus assembly protein TraL	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.85	PATRIC.573.39904.573.39904.con.0001.CDS.55628.56254.fwd	PATRIC	CDS	55628	56254	627	+		PGF_08225224	208	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.86	PATRIC.573.39904.573.39904.con.0001.CDS.56238.57155.fwd	PATRIC	CDS	56238	57155	918	+		PGF_08225224	305	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.87	PATRIC.573.39904.573.39904.con.0001.CDS.57152.58468.fwd	PATRIC	CDS	57152	58468	1317	+	PLF_570_00007971	PGF_00467825	438	IncF plasmid conjugative transfer pilus assembly protein TraB	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.88	PATRIC.573.39904.573.39904.con.0001.CDS.58465.59043.fwd	PATRIC	CDS	58465	59043	579	+	PLF_570_00055535	PGF_00418898	192	IncF plasmid conjugative transfer pilus assembly protein TraV	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.89	PATRIC.573.39904.573.39904.con.0001.CDS.59056.59439.fwd	PATRIC	CDS	59056	59439	384	+	PLF_570_00008153	PGF_08225224	127	Conjugative transfer protein TraA	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.90	PATRIC.573.39904.573.39904.con.0001.CDS.59575.60591.fwd	PATRIC	CDS	59575	60591	1017	+	PLF_570_00000001	PGF_00061501	338	Transposase InsH for insertion sequence element IS5	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.91	PATRIC.573.39904.573.39904.con.0001.CDS.60629.60748.rev	PATRIC	CDS	60629	60748	120	-			39	"Putative ABC transporter of substrate X, permease subunit I"	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.92	PATRIC.573.39904.573.39904.con.0001.CDS.61006.62151.fwd	PATRIC	CDS	61006	62151	1146	+	PLF_570_00067221	PGF_00784680	381	Class C beta-lactamase (EC 3.5.2.6) => CMY/CMY-2/CFE/LAT family	GO:0008800|beta-lactamase activity
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.93	PATRIC.573.39904.573.39904.con.0001.CDS.62245.62778.fwd	PATRIC	CDS	62245	62778	534	+	PLF_570_00015530	PGF_07300582	177	Lipocalin Blc	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.94	PATRIC.573.39904.573.39904.con.0001.CDS.62775.63092.rev	PATRIC	CDS	62775	63092	318	-	PLF_570_00000961	PGF_08031207	105	"Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds"	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.95	PATRIC.573.39904.573.39904.con.0001.CDS.63124.63246.fwd	PATRIC	CDS	63124	63246	123	+		PGF_08225224	40	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.96	PATRIC.573.39904.573.39904.con.0001.CDS.63276.63923.fwd	PATRIC	CDS	63276	63923	648	+	PLF_570_00049318	PGF_01000105	215	Mobile element protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.97	PATRIC.573.39904.573.39904.con.0001.CDS.63923.64270.fwd	PATRIC	CDS	63923	64270	348	+	PLF_570_00014669	PGF_01000105	115	Mobile element protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.98	PATRIC.573.39904.573.39904.con.0001.CDS.64290.65861.fwd	PATRIC	CDS	64290	65861	1572	+	PLF_570_00014680	PGF_01000105	523	Mobile element protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.10	PATRIC.573.39904.573.39904.con.0001.CDS.6484.6756.rev	PATRIC	CDS	6484	6756	273	-	PLF_570_00010162	PGF_08225224	90	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.99	PATRIC.573.39904.573.39904.con.0001.CDS.66527.72013.fwd	PATRIC	CDS	66527	72013	5487	+	PLF_570_00007802	PGF_08225224	1828	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.11	PATRIC.573.39904.573.39904.con.0001.CDS.6830.7345.fwd	PATRIC	CDS	6830	7345	516	+	PLF_570_00038518	PGF_02811523	171	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.100	PATRIC.573.39904.573.39904.con.0001.CDS.72162.72869.fwd	PATRIC	CDS	72162	72869	708	+	PLF_570_00007925	PGF_00131965	235	Thiol:disulfide involved in conjugative transfer	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.101	PATRIC.573.39904.573.39904.con.0001.CDS.72866.75313.fwd	PATRIC	CDS	72866	75313	2448	+	PLF_570_00007867	PGF_00013871	815	IncF plasmid conjugative transfer pilus assembly protein TraC	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.12	PATRIC.573.39904.573.39904.con.0001.CDS.7442.7915.fwd	PATRIC	CDS	7442	7915	474	+	PLF_570_00008058	PGF_03344618	157	hypothetical protein	
pVA833-165	573.39904	573.39904.con.0001	fig|573.39904.peg.102	PATRIC.573.39904.573.39904.con.0001.CDS.75328.75645.fwd	PATRIC	CDS	75328	75645	318	+	PLF_570_00009423	PGF_00268745	105	Conjugative transfer protein 345	
